,Backward likelihoods
R_1,1.28636922166e-11
R_2,3.26299976375e-11
R_3,0.00308714021059
R_4,0.460779797292
R_5,2.00706199032e-07
R_6,1.00100314229
R_7,0.899225522232
R_8,0.0572207440362
R_9,1.00031490903
