,Forward Log likelihoods
R_1,25.0766123297
R_2,24.1457890777
R_3,5.7805101148
R_4,0.774835013244
R_5,15.4214236946
R_6,-0.00100263947604
R_7,0.10622141698
R_8,2.86083878837
R_9,-0.000314859457146
