,Normalized Concentrations
A,0.00452580502427
B,9.3423154894e-06
C,0.000422571068769
D,0.00255637526018
E,0.00643997894235
F,0.00643997894515
A_ext,0.268628154877
D_ext,0.236913587919
E_ext,0.237150617721
F_ext,0.236913587926
