,Forward rate
R_1,5.86181026902
R_2,4.67751780667
R_3,1.18796103684
R_4,8.75904377097
R_5,4.72305430565
R_6,22.6952852099
R_7,11.5259807094
R_8,11.1175856359
R_9,72.2958000529
