,Backward probabilities
R_1,3.83309977608e-05
R_2,4.10148621908e-05
R_3,0.000560033240316
R_4,5.76370015897e-05
R_5,5.76369980555e-05
R_6,0.000281207603761
R_7,0.000190441750924
R_8,2.50552824053e-05
R_9,0.00028120751415
