,Net likelihoods
R_1,69.84910610641398
R_2,65.27649406073819
R_3,4.5726134153758045
R_4,46.440550252632654
R_5,46.440553102904246
R_6,9.417971570927536
R_7,13.990583877367612
R_8,106.87168160725133
R_9,9.417974639016245
