,Thermodynamic driving force
R_1,10.5269686056
R_2,10.359236695
R_3,3.87905250673
R_4,9.51587957268
R_5,9.51588035693
R_6,5.58680745549
R_7,6.55296150277
R_8,11.581055224
R_9,5.58684089475
