,Normalized absolute activities
A,2.36078919725e-05
B,7.48338132557e-10
C,4.87984593177e-07
D,6.95810678869e-10
E,8.78169384989e-06
F,4.30001521008e-15
A_ext,0.880768118238
D_ext,6.49984067569e-15
E_ext,0.119199002748
F_ext,1.61114942229e-17
