,fullS*backward_rate
A,-1.210131012048567
B,-2.216225351417532
C,1.2430227745542897
D,2.1048048272613675
E,-1.319738540672688e-09
F,3.346256649550128e-08
A_ext,-1.0143136422980275
D_ext,1.009356196576566
E_ext,-1.021522929782485
F_ext,1.1050091050115605
