,Macroscopic Reaction Entropy Production Net Flux
R_1,33.55593133252636
R_2,32.63009898662628
R_3,6.411987175043082
R_4,27.772527754849584
R_5,27.77252863544679
R_6,10.245344895142074
R_7,13.371356129609161
R_8,38.29481764279633
R_9,10.245347144431664
