,fullS*forward_rate
A,-1.2101323817485738
B,-2.2162246851670595
C,1.243023883490018
D,2.10480760264295
E,2.8489518584251527e-06
F,-3.034626143261221e-06
A_ext,-70.86341974871202
D_ext,107.8810378038279
E_ext,-47.46207603268673
F_ext,10.522983744027806
