,log Q_r
R_1,-4.24653273453
R_2,-3.37207923676
R_3,-0.758001498691
R_4,-2.22508150662
R_5,-3.8386641917
R_6,0.973471235538
R_7,-1.83664460158
R_8,-4.67174663017
R_9,-2.25370699116
