,Backward likelihoods
R_1,0.014313642298
R_2,0.0153158566329
R_3,0.209128797714
R_4,0.0215229311022
R_5,0.0215229297825
R_6,0.105009138474
R_7,0.0711151616335
R_8,0.00935619657657
R_9,0.105009105012
