,fullS*net_flux
A,-1.3696999934253995e-06
B,6.662504681287373e-07
C,1.1089357272453526e-06
D,2.7753815743380983e-06
E,2.8502715991862715e-06
F,-3.068088709312633e-06
A_ext,-69.849106106414
D_ext,106.87168160725133
E_ext,-46.440553102904246
F_ext,9.417974639016245
