,Backward rate
R_1,1.0143136423
R_2,1.01531585663
R_3,1.20912879771
R_4,1.0215229311
R_5,1.02152292978
R_6,1.10500913847
R_7,1.07111516163
R_8,1.00935619658
R_9,1.10500910501
