,Forward probabilities
R_1,0.187089668038
R_2,0.174847195957
R_3,0.0128051928535
R_4,0.124422392714
R_5,0.124422400343
R_6,0.0255019194031
R_7,0.0376563101938
R_8,0.286220427717
R_9,0.0255019275296
