,Forward Log likelihoods
R_1,4.24655115532
R_2,4.1788773899
R_3,1.56478910401
R_4,3.8386621348
R_5,3.8386621348
R_6,2.25368226098
R_7,2.64343173415
R_8,4.67173583329
R_9,2.25368226098
