,Backward probabilities
R_1,3.83301493789e-05
R_2,4.10138798351e-05
R_3,0.000560034745799
R_4,5.76347564945e-05
R_5,5.76347564945e-05
R_6,0.000281211110704
R_7,0.000190443620947
R_8,2.50544660882e-05
R_9,0.000281211110704
