,logK - logQ
R_1,4.24655115588
R_2,4.17887739056
R_3,1.56478910463
R_4,3.83866213499
R_5,3.83866213499
R_6,2.2536822772
R_7,2.64343173988
R_8,4.6717358333
R_9,2.2536822772
