,Entropy
A,0.000251506409454
B,1.57240109222e-08
C,7.09162833151e-06
D,1.46714506172e-08
E,0.000102244343995
F,1.42236731052e-13
A_ext,0.111823103893
D_ext,2.12330287313e-13
E_ext,0.253531617183
F_ext,6.22983127287e-16
