,Backward rate
R_1,0.0239999560527
R_2,0.0124720870714
R_3,0.183591780519
R_4,0.0163131219125
R_5,0.0163131225273
R_6,1.55409949567e-05
R_7,0.071139758692
R_8,0.0220581896492
R_9,1.55407981655e-05
