,fullS*net_probabilities
A,-0.000383439614165
B,0.0433585113899
C,-0.0218015465501
D,0.000800306600222
E,-4.97405655553e-09
F,-6.47449642723e-08
A_ext,-0.189462526392
D_ext,0.303201973436
E_ext,-0.134299654657
F_ext,-0.00141355449394
