,Net flux
R_1,1.59721512077
R_2,0.764992943301
R_3,0.832222143724
R_4,0.764978286208
R_5,0.764978286127
R_6,-3.42987911733e-06
R_7,0.832229476613
R_8,2.36218604859
R_9,-3.42970016525e-06
