,Forward probabilities
R_1,0.189504056029
R_2,0.174875936075
R_3,0.0155220561521
R_4,0.134358234639
R_5,0.134358229667
R_6,0.00218621898252
R_7,0.0356238809669
R_8,0.303227927624
R_9,0.0021862434461
