,fullS*backward_rate
A,-0.172063911537
B,-0.00387211683107
C,0.112467562822
D,0.0817078128678
E,6.14797681514e-10
F,1.96791233513e-10
A_ext,-0.0239999560527
D_ext,0.0220581896492
E_ext,-0.0163131225273
F_ext,1.55407981655e-05
