,fullS*forward_rate
A,-0.172063877788
B,-0.00385059998042
C,0.112456800054
D,0.08170781331
E,5.33299626682e-10
F,1.78391548207e-11
A_ext,-1.62121507683
D_ext,2.38424423824
E_ext,-0.781291408654
F_ext,1.21110980002e-05
