,Forward likelihoods
R_1,67.5507518959
R_2,62.3364017524
R_3,5.53300328246
R_4,47.8934328028
R_5,47.8934310305
R_6,0.779301188445
R_7,12.6985141912
R_8,108.08884483
R_9,0.779309908749
