,Entropy
A,0.000271804968572
B,1.90726427734e-08
C,5.63685440288e-06
D,1.50647331377e-08
E,9.55886880013e-05
F,1.95222294449e-13
A_ext,0.111824166997
D_ext,2.12330002742e-13
E_ext,0.253531431462
F_ext,6.22982288258e-16
