,fullS*net_likelihood
A,-0.136681160215
B,15.455606106
C,-7.77139493906
D,0.285277865419
E,-1.77305577154e-06
F,-2.30790364582e-05
A_ext,-67.5359482117
D_ext,108.079593182
E_ext,-47.8725513404
F_ext,-0.503876649991
