,Backward likelihoods
R_1,0.0148036842216
R_2,0.016041991066
R_3,0.180733671923
R_4,0.0208796893745
R_5,0.0208796901471
R_6,1.28320091747
R_7,0.0787493705914
R_8,0.00925164850793
R_9,1.28318655874
