	Forward likelihoods	Backward likelihoods	Delta G	log Q_r	log K_eq	Delta G0	logK - logQ	logQ - logK	Forward Log likelihoods	Backward Log likelihoods	Forward probabilities	Backward probabilities	Net probabilities	Net likelihoods	Forward rate	Backward rate	Thermodynamic driving force	Net flux	Forward Entropy Production	Backward Entropy Production	Reaction Entropy Production	Net Reaction Entropy Production	Microscopic Reaction Entropy Production Rate	Microscopic Reaction Entropy Production Net Flux	Microscopic Reaction Entropy Production Net Flux Difference	Total Entropy Production	Total Microscopic Entropy Production Rate	Macroscopic Reaction Entropy Production Net Flux	Macroscopic Reaction Entropy Production Net Flux Difference	Total Macroscopic Entropy Production Net Flux	Total Macroscopic Entropy Production Net Flux Difference
R_1	62.2033360196	0.0160763081852	-10.3877955978	-4.19039095662	-0.0	0.0	4.19039095662	-4.19039095662	4.13040863206	-4.13040863206	0.22928746201	5.92588137255e-05	0.229228203197	62.1872597114	10.9290331115	0.175698504467	10.3877955978	10.7533346071	0.337689706282	0.000576801354267	0.338266507637	0.337112904928	3.69072332452	3.63749294298	3.62508786705	1.4471152457	10.1813483993	1.81874664578	1.81254410722	7.78065797164	6.68707250958
R_2	54.6000633719	0.0183149970576	-10.1597436207	-3.29160460993	0.806791184361	-2.0	4.09839579429	-4.09839579429	4.00003504341	-4.00003504341	0.20126106986	6.75108356044e-05	0.201193559024	54.5817483748	10.9539562949	0.200621677311	10.1597436207	10.7533346176	0.322652158857	0.00064832157179	0.323300480428	0.322003837285	3.53444771395	3.47655824809	3.46261501048	1.4471152457	10.1813483993	1.73827928892	1.73130766946	7.78065797164	6.68707250958
R_3	0.99999999111	1.00000000889	-4.43622734713	-0.982763373383	0.806791184361	-2.0	1.78955455774	-1.78955455774	-8.89034860795e-09	8.89034863994e-09	0.00368609586952	0.00368609593506	-6.55413553291e-11	-1.77806972479e-08	0.023021251211	0.0230212514156	4.43622734713	-2.04666950054e-10	0.0206538859718	0.0206538862735	0.0413077722452	-3.01699141364e-10	0.000950956606049	-8.45433575897e-12	6.17478428472e-20	1.4471152457	10.1813483993	0.222098169697	-1.62213606436e-09	7.78065797164	6.68707250958
R_4	1.00001036288	0.999989637231	-9.63563662328	-2.27339097296	1.61358236872	-4.0	3.88697334168	-3.88697334168	1.0362822463e-05	-1.03628224631e-05	0.00368613410085	0.00368605770413	7.63967148354e-08	2.07256449264e-05	0.0126972517771	0.0126971201984	9.63563662328	1.3157868417e-07	0.0206540619575	0.0206537102891	0.0413077722466	3.5166839529e-07	0.000524492466979	5.43522231822e-09	4.62720647164e-14	1.4471152457	10.1813483993	0.222098169704	1.89080414384e-06	7.78065797164	6.68707250958
R_5	1.00000163367	0.999998366331	-9.63565638671	-3.88698131416	-0.0	0.0	3.88698131416	-3.88698131416	1.63366995536e-06	-1.63366995538e-06	0.00368610192416	0.00368608988043	1.20437282564e-08	3.26733991074e-06	0.0134209003669	0.0134208784416	9.63565638671	2.19253037947e-08	0.0206539138424	0.0206538584029	0.0413077722452	5.54395381824e-08	0.00055438704284	9.05685455561e-10	1.21552871693e-15	1.4471152457	10.1813483993	0.222098169697	2.98079980837e-07	7.78065797164	6.68707250958
R_6	0.569349004882	1.75639193434	-6.99425004068	0.405715100425	3.22716473744	-8.0	2.82144963702	-2.82144963702	-0.563261667542	0.563261667542	0.00209867503387	0.006474229112	-0.00437555407813	-1.18704292946	7.10830842545	12.4849755853	6.99425004068	-5.37666715983	0.01294137271	0.0326296339129	0.0455710066229	-0.0196882612029	0.499371451431	-0.24502013475	0.105857227444	1.4471152457	10.1813483993	0.245020164779	-0.105857240417	7.78065797164	6.68707250958
R_7	11.4330810091	0.0874654871423	-6.08539316378	-1.64802959459	0.806791184361	-2.0	2.45482077895	-2.45482077895	2.43651099609	-2.43651099609	0.0421434330583	0.000322406173747	0.0418210268845	11.345615522	5.89201600826	0.515348050412	6.08539316378	5.37666795784	0.133454615133	0.00259204839864	0.136046663532	0.130862566735	0.787652535831	0.731477736585	0.703604569444	1.4471152457	10.1813483993	0.731477717667	0.703604551247	7.78065797164	6.68707250958
R_8	124.751025718	0.00801596615534	-11.6306217191	-4.69174153579	-0.0	0.0	4.69174153579	-4.69174153579	4.82631995679	-4.82631995679	0.459844244706	2.95476199981e-05	0.459814697086	124.743009752	5.42011527942	0.0434474606379	11.6306217191	5.37666781879	0.357238023621	0.000308167120207	0.357546190742	0.356929856501	1.9362846593	1.92240709749	1.91909327301	1.4471152457	10.1813483993	1.92240709749	1.91909327301	7.78065797164	6.68707250958
R_9	9.74399313903	0.102627330062	-5.27473228153	-2.1278037523	-0.0	0.0	2.1278037523	-2.1278037523	2.27665100684	-2.27665100684	0.0359172931817	0.000378294180804	0.0355389990009	9.64136580897	5.99156585495	0.614898406584	5.27473228153	5.37666744837	0.119480182988	0.00298089701578	0.122461080003	0.116499285972	0.717706333557	0.658432502546	0.626377918643	1.4471152457	10.1813483993	0.658432547908	0.626377961797	7.78065797164	6.68707250958
