,Thermodynamic driving force
R_1,10.3877955978
R_2,10.1597436207
R_3,4.43622734713
R_4,9.63563662328
R_5,9.63565638671
R_6,6.99425004068
R_7,6.08539316378
R_8,11.6306217191
R_9,5.27473228153
