,Normalized Concentrations
A,0.00741058884762
B,0.000275630326675
C,0.00277360114825
D,0.000533720457344
E,0.0100374143848
F,4.10969716251e-05
A_ext,0.489459078243
D_ext,4.89459080491e-06
E_ext,0.489459080439
F_ext,4.89459083141e-06
