,Backward likelihoods
R_1,0.0160763081852
R_2,0.0183149970576
R_3,1.00000000889
R_4,0.999989637231
R_5,0.999998366331
R_6,1.75639193434
R_7,0.0874654871423
R_8,0.00801596615534
R_9,0.102627330062
