,Normalized absolute activities
A,2.7133027173e-05
B,1.04997185491e-09
C,3.2126927441e-07
D,7.31166897597e-10
E,7.79039000079e-06
F,3.1471824827e-15
A_ext,0.880766031825
D_ext,6.49982535249e-15
E_ext,0.119198721708
F_ext,1.61114564567e-17
