,Forward likelihoods
R_1,62.2033360196
R_2,54.6000633719
R_3,0.99999999111
R_4,1.00001036288
R_5,1.00000163367
R_6,0.569349004882
R_7,11.4330810091
R_8,124.751025718
R_9,9.74399313903
