,fullS*net_probabilities
A,0.0280346442379
B,0.209944590784
C,-0.0461965810282
D,-0.417993517408
E,-6.43529865789e-08
F,-0.039914553079
A_ext,-0.229228203197
D_ext,0.459814697086
E_ext,-1.20437282564e-08
F_ext,0.0355389990009
