,Backward rate
R_1,0.175698504467
R_2,0.200621677311
R_3,0.0230212514156
R_4,0.0126971201984
R_5,0.0134208784416
R_6,12.4849755853
R_7,0.515348050412
R_8,0.0434474606379
R_9,0.614898406584
