,Entropy
A,0.000285297237791
B,2.17076457162e-08
C,4.80329248959e-06
D,1.53811042393e-08
E,9.1635394388e-05
F,1.05091563401e-13
A_ext,0.11182492622
D_ext,2.12329801857e-13
E_ext,0.253531300321
F_ext,6.2298170411e-16
