,Forward rate
R_1,10.9290331115
R_2,10.9539562949
R_3,0.023021251211
R_4,0.0126972517771
R_5,0.0134209003669
R_6,7.10830842545
R_7,5.89201600826
R_8,5.42011527942
R_9,5.99156585495
