,Backward probabilities
R_1,5.92588137255e-05
R_2,6.75108356044e-05
R_3,0.00368609593506
R_4,0.00368605770413
R_5,0.00368608988043
R_6,0.006474229112
R_7,0.000322406173747
R_8,2.95476199981e-05
R_9,0.000378294180804
