,Backward Log likelihoods
R_1,-4.13040863206
R_2,-4.00003504341
R_3,8.89034863994e-09
R_4,-1.03628224631e-05
R_5,-1.63366995538e-06
R_6,0.563261667542
R_7,-2.43651099609
R_8,-4.82631995679
R_9,-2.27665100684
