,fullS*backward_rate
A,-0.0479444242589
B,-24.7820266135
C,11.9926487863
D,0.497294830171
E,0.000723758243164
F,11.8700771787
A_ext,-0.175698504467
D_ext,0.0434474606379
E_ext,-0.0134208784416
F_ext,0.614898406584
