,Forward probabilities
R_1,0.22928746201
R_2,0.20126106986
R_3,0.00368609586952
R_4,0.00368613410085
R_5,0.00368610192416
R_6,0.00209867503387
R_7,0.0421434330583
R_8,0.459844244706
R_9,0.0359172931817
