,Absolute activities
A,0.0110179059118
B,0.000911882041337
C,2.93193730181e-07
D,1.28109611815e-10
E,2.0563017492e-07
F,0.0113472033985
A_ext,0.999999999912
D_ext,7.37974196835e-15
E_ext,2349.37099313
F_ext,4.5399931093e-05
