,Forward likelihoods
R_1,6.16323331954
R_2,2.73236511544
R_3,70.0668186595
R_4,11410.3043526
R_5,11410.3327583
R_6,9.27418141236
R_7,22.6588010073
R_8,51.3111757479
R_9,9.27418002502
