,Backward Entropy Production
R_1,8.37024389848e-05
R_2,0.000175855014738
R_3,8.87151951071e-06
R_4,7.38888456507e-08
R_5,7.3888671195e-08
R_6,5.75414407807e-05
R_7,2.526618356e-05
R_8,1.18502398419e-05
R_9,5.75414486868e-05
