,Entropy of Concentrations
A,0.0153762418331
B,0.0130291591685
C,0.000775759459444
D,9.55914833864e-05
E,0.000682553755717
F,0.28227192496
A_ext,0.0658505873491
D_ext,2.48912535186e-06
E_ext,0.166024702683
F_ext,0.0658505879414
