,fullS*net_probabilities
A,-0.00288862355454
B,-0.496946918536
C,0.00246180932675
D,0.991257824611
E,1.23541273339e-06
F,6.10389288484e-11
A_ext,-0.000260992324942
D_ext,0.00223075810268
E_ext,-0.496253752594
F_ext,0.000398659495094
