,Entropy
A,5.75205640303e-05
B,5.72734161914e-06
C,2.8447208725e-09
D,1.66462629173e-12
E,2.02616945216e-09
F,5.90975327734e-05
A_ext,0.0033025685663
D_ext,1.26540952877e-16
E_ext,0.000435288701086
F_ext,3.43095170031e-07
