,Log Concentrations
A,-1.81860153027
B,-2.01697792738
C,-5.26125968147
D,-7.57501683841
E,-5.40436600147
F,2.22723421319
A_ext,-3.55700859117e-11
D_ext,-11.5129254171
E_ext,3.93790860471
F_ext,1.1822445549e-08
