,Reaction Entropy Production
R_1,0.0022882283756
R_2,0.00124985864655
R_3,0.0176634923152
R_4,0.347709509851
R_5,0.347709140054
R_6,0.00321000022504
R_7,0.00684706246335
R_8,0.0136358787466
R_9,0.00320999982171
