,Forward probabilities
R_1,0.000268048947494
R_2,0.000118834961357
R_3,0.00304731883772
R_4,0.496252520993
R_5,0.496253756406
R_6,0.000403349092524
R_7,0.000985467764497
R_8,0.00223160570772
R_9,0.000403349032187
