,Backward likelihoods
R_1,0.162252497699
R_2,0.365983299358
R_3,0.0142720908289
R_4,8.76400812022e-05
R_5,8.76398630241e-05
R_6,0.107826228056
R_7,0.0441329618314
R_8,0.0194889317078
R_9,0.107826244186
