,Backward probabilities
R_1,3.83301493769e-05
R_2,4.10138798331e-05
R_3,0.000560034745743
R_4,5.76347564906e-05
R_5,5.76347564906e-05
R_6,0.000281211110691
R_7,0.000190443620935
R_8,2.50544660868e-05
R_9,0.000281211110691
