,fullS*net_probabilities
A,-9.92417953372e-14
B,1.6759059418e-11
C,-6.94911489463e-12
D,1.50190970771e-12
E,0.0
F,0.0
A_ext,-0.187050551751
D_ext,0.286197160972
E_ext,-0.124366327912
F_ext,0.0252197186797
