,Forward rate
R_1,70.8640461264
R_2,66.2925140219
R_3,5.78166639561
R_4,47.4632712473
R_5,47.4632712473
R_6,10.5227365573
R_7,15.0613758075
R_8,107.883112768
R_9,10.5227365573
