,Normalized Concentrations
A,0.0032726174894
B,8.86983710174e-05
C,0.00424770096339
D,0.00174380612508
E,0.0564742331573
F,1.47672798221e-05
A_ext,0.467074417563
D_ext,4.67074417563e-06
E_ext,0.467074417563
F_ext,4.67074417563e-06
