,Total Macroscopic Entropy Production Net Flux Difference
R_1,1.30313146705
R_2,1.30313146705
R_3,1.30313146705
R_4,1.30313146705
R_5,1.30313146705
R_6,1.30313146705
R_7,1.30313146705
R_8,1.30313146705
R_9,1.30313146705
