,Backward rate
R_1,0.00705606896929
R_2,0.00816261582663
R_3,0.458922056371
R_4,0.0458464444204
R_5,0.0458468970564
R_6,0.0771008450424
R_7,0.11215565315
R_8,0.00313328197338
R_9,0.0771014325968
