,Backward likelihoods
R_1,0.00700662970684
R_2,0.0120958234007
R_3,0.579260251599
R_4,0.120909518677
R_5,0.120910568067
R_6,0.316288436067
R_7,0.183214273319
R_8,0.00267847675752
R_9,0.316290084017
