,fullS*backward_rate
A,-0.460028603228
B,-0.191885518679
C,0.423867248263
D,0.200715260017
E,4.52635948271e-07
F,-5.87554346079e-07
A_ext,-0.00705606896929
D_ext,0.00313328197338
E_ext,-0.0458468970564
F_ext,0.0771014325968
