,Forward rate
R_1,1.00705606897
R_2,0.674829282493
R_3,0.792255389704
R_4,0.379179777754
R_5,0.37918023039
R_6,0.243767511709
R_7,0.61215565315
R_8,1.16979994864
R_9,0.243768099263
