,Forward probabilities
R_1,0.226381362381
R_2,0.131133724939
R_3,0.00273826898075
R_4,0.0131186559676
R_5,0.01311854211
R_6,0.00501494900812
R_7,0.00865746074255
R_8,0.592191205051
R_9,0.00501492287898
